role,subject,eid,lab,qc,offset,true_candidate,usable_trials,correlation,p_value,tjur_r_squared,mean_log_loss_improvement,topology_margin,score,admissible
calibration,CSHL054,a71175be-d1fd-47a3-aa93-b830ea3634a1,churchlandlab,PASS,43,False,855,0.31613749815733583,2.6802790473703606e-21,0.10921593591808693,-0.003972883333014747,-0.26885908779154244,0.0,False
calibration,CSHL054,a71175be-d1fd-47a3-aa93-b830ea3634a1,churchlandlab,PASS,89,False,855,0.33421472713788913,9.31464604246174e-24,0.11853479449567017,0.003470510030812187,-0.2595402292139592,0.0,False
calibration,KS046,dfbe628d-365b-461c-a07f-8b9911ba83aa,cortexlab,WARNING,0,True,753,0.6656096744583007,1.5777905343296818e-97,0.43634805237538205,0.10300898766518984,0.17002557390780992,1.0,True
calibration,KS046,dfbe628d-365b-461c-a07f-8b9911ba83aa,cortexlab,WARNING,17,False,753,0.49897591052234846,1.1802465449727677e-48,0.2633048446782437,-0.008445432419486662,-0.17304320769713832,0.18888888888888888,False
calibration,KS046,dfbe628d-365b-461c-a07f-8b9911ba83aa,cortexlab,WARNING,43,False,753,0.5110852973968434,2.4205049222159843e-51,0.2653968782744205,-0.00010762488927597753,-0.17095117410096156,0.18888888888888888,False
calibration,KS046,dfbe628d-365b-461c-a07f-8b9911ba83aa,cortexlab,WARNING,89,False,753,0.5106416131902107,3.0500953529372935e-51,0.2663224784675721,-0.00039940872397474053,-0.17002557390780992,0.08823529411764706,False
calibration,ZFM-02368,a4a74102-2af5-45dc-9e41-ef7f5aed88be,mainenlab,PASS,0,True,408,0.7303438399319734,3.375481277107486e-69,0.5261851546355188,0.14843282762682933,0.2145137964851055,1.0,True
calibration,ZFM-02368,a4a74102-2af5-45dc-9e41-ef7f5aed88be,mainenlab,PASS,17,False,408,0.5563139390715002,1.5917086093592996e-34,0.3111262362707609,6.72258412829363e-05,-0.21505891836475793,0.0,False
calibration,ZFM-02368,a4a74102-2af5-45dc-9e41-ef7f5aed88be,mainenlab,PASS,43,False,408,0.5563413295145974,1.5774346450605787e-34,0.31167135815041336,0.00041710089521581245,-0.2145137964851055,0.0,False
calibration,ZFM-02368,a4a74102-2af5-45dc-9e41-ef7f5aed88be,mainenlab,PASS,89,False,408,0.5519386245454776,6.640000446478417e-34,0.3085343046227425,-0.004147786167758165,-0.21765085001277634,0.18888888888888888,False
calibration,ZM_2241,f8d5c8b0-b931-4151-b86c-c471e2e80e5d,mainenlab,WARNING,0,True,787,0.8102500787517545,2.4781636939576967e-184,0.6080411950131642,0.25947814245610407,0.37785471908325224,1.0,True
calibration,ZM_2241,f8d5c8b0-b931-4151-b86c-c471e2e80e5d,mainenlab,WARNING,17,False,787,0.4769900362193755,5.886519079857354e-46,0.22849633197773594,-0.00027434283635544937,-0.3795448630354283,0.0,False
calibration,ZM_2241,f8d5c8b0-b931-4151-b86c-c471e2e80e5d,mainenlab,WARNING,43,False,787,0.4787366646331548,2.5091776122610195e-46,0.23018647592991198,0.001510347021936272,-0.37785471908325224,0.0,False
calibration,ZM_2241,f8d5c8b0-b931-4151-b86c-c471e2e80e5d,mainenlab,WARNING,89,False,787,0.4769435373225136,6.0212716988223235e-46,0.22870918094194576,-0.0005457697456459446,-0.37933201407121847,0.0,False
calibration,NR_0028,29a6def1-fc5c-4eea-ac48-47e9b053dcb5,steinmetzlab,WARNING,0,True,834,0.7115494201156312,1.1715324356071184e-129,0.49812966304027323,0.16427335127651757,0.23047003472232608,1.0,True
calibration,NR_0028,29a6def1-fc5c-4eea-ac48-47e9b053dcb5,steinmetzlab,WARNING,17,False,834,0.5020459440881188,1.8639270779940336e-54,0.26614887611200483,-0.0012028448070825297,-0.2319807869282684,0.18888888888888888,False
calibration,NR_0028,29a6def1-fc5c-4eea-ac48-47e9b053dcb5,steinmetzlab,WARNING,43,False,834,0.5018422911562479,2.0892006347915203e-54,0.26715165141547975,-0.0026764665473587392,-0.23097801162479348,0.0,False
calibration,NR_0028,29a6def1-fc5c-4eea-ac48-47e9b053dcb5,steinmetzlab,WARNING,89,False,834,0.5007911401410579,3.7601626987763006e-54,0.26765962831794715,-0.0024729299325779164,-0.23047003472232608,0.18888888888888888,False
calibration,UCLA037,2bdf206a-820f-402f-920a-9e86cd5388a4,churchlandlab_ucla,PASS,0,True,567,0.7489051455720745,4.856781211751798e-103,0.5510468367115711,0.1888123574058108,0.26415255231408985,1.0,True
calibration,UCLA037,2bdf206a-820f-402f-920a-9e86cd5388a4,churchlandlab_ucla,PASS,17,False,567,0.5320220926157575,9.416881652925331e-43,0.2868942843974812,0.001611478363843862,-0.26415255231408985,0.08823529411764706,False
calibration,UCLA037,2bdf206a-820f-402f-920a-9e86cd5388a4,churchlandlab_ucla,PASS,43,False,567,0.5236590572220693,3.035874159430805e-41,0.28443386031607376,-0.0013632506693794788,-0.2666129763954973,0.08823529411764706,False
calibration,UCLA037,2bdf206a-820f-402f-920a-9e86cd5388a4,churchlandlab_ucla,PASS,89,False,567,0.5275042354184942,6.222717166766015e-42,0.2834791336367299,-2.6458089359748804e-05,-0.2675677030748412,0.08823529411764706,False
calibration,PL037,62ff920c-2fdd-4feb-9d9f-0d66f2e595a1,hausserlab,WARNING,0,True,627,0.6712141648660864,2.5644936950646668e-83,0.4394094594078452,0.10763459140281727,0.17809958851570012,0.9705882352941176,True
calibration,PL037,62ff920c-2fdd-4feb-9d9f-0d66f2e595a1,hausserlab,WARNING,17,False,627,0.50558381419283,5.429930093300006e-42,0.2596173486479275,8.85051848915075e-05,-0.1797921107599177,0.0,False
calibration,PL037,62ff920c-2fdd-4feb-9d9f-0d66f2e595a1,hausserlab,WARNING,43,False,627,0.5014155348276448,3.1730724228656657e-41,0.25665229143728463,-0.002032982894212739,-0.18275716797056057,0.18888888888888888,False
calibration,PL037,62ff920c-2fdd-4feb-9d9f-0d66f2e595a1,hausserlab,WARNING,89,False,627,0.503252793316119,1.461673516780596e-41,0.2613098708921451,-0.0018492936061823377,-0.17809958851570012,0.0,False
calibration,ZFM-02369,72cb5550-43b4-4ef0-add5-e4adfdfb5e02,mainenlab,PASS,0,True,726,0.7330053853884652,2.791089927885159e-123,0.5133563539234616,0.20537757947125587,0.2855895721965269,1.0,True
calibration,ZFM-02369,72cb5550-43b4-4ef0-add5-e4adfdfb5e02,mainenlab,PASS,17,False,726,0.4741843774470635,5.6417014242294014e-42,0.22776678172693465,-0.00019020868385740317,-0.2855895721965269,0.0,False
calibration,ZFM-02369,72cb5550-43b4-4ef0-add5-e4adfdfb5e02,mainenlab,PASS,43,False,726,0.4679993493510254,8.600696998941907e-41,0.22070270238395423,-0.0022515546040169365,-0.29265365153950734,0.18888888888888888,False
calibration,ZFM-02369,72cb5550-43b4-4ef0-add5-e4adfdfb5e02,mainenlab,PASS,89,False,726,0.47227062317292134,1.3184945635867798e-41,0.22310117090974652,-0.00016375728075956886,-0.29025518301371506,0.0,False
calibration,MFD_06,35eeb752-8f4f-4040-9714-ba0f5b7ccdfe,churchlandlab_ucla,WARNING,0,True,762,0.7068296793237101,2.235517729155956e-116,0.48323228516523137,0.1513562204446,0.2303234997148783,1.0,True
calibration,MFD_06,35eeb752-8f4f-4040-9714-ba0f5b7ccdfe,churchlandlab_ucla,WARNING,17,False,762,0.4944305645731596,3.18442307896683e-48,0.2503782961145507,-0.002728222746318417,-0.23285398905068067,0.18888888888888888,False
calibration,MFD_06,35eeb752-8f4f-4040-9714-ba0f5b7ccdfe,churchlandlab_ucla,WARNING,43,False,762,0.4959527732197754,1.4862195188018162e-48,0.2500870044783101,-0.002041459163971804,-0.23314528068692125,0.18888888888888888,False
calibration,MFD_06,35eeb752-8f4f-4040-9714-ba0f5b7ccdfe,churchlandlab_ucla,WARNING,89,False,762,0.5019604797424806,7.071692292874421e-50,0.25290878545035306,0.000929956280668572,-0.2303234997148783,0.08823529411764706,False
calibration,CSH_ZAD_024,8207abc6-6b23-4762-92b4-82e05bed5143,zadorlab,WARNING,0,True,743,0.8273620119005678,8.202665793898013e-188,0.6371328677309955,0.25313943103505254,0.3265574911639255,1.0,True
calibration,CSH_ZAD_024,8207abc6-6b23-4762-92b4-82e05bed5143,zadorlab,WARNING,17,False,743,0.5565055522744942,1.2134441629056661e-61,0.30971155966435593,-0.0015121397723748913,-0.3274213080666396,0.18888888888888888,False
calibration,CSH_ZAD_024,8207abc6-6b23-4762-92b4-82e05bed5143,zadorlab,WARNING,43,False,743,0.5564271502684384,1.2717981330224292e-61,0.30903655843825567,-0.0012726705963954088,-0.32809630929273986,0.18888888888888888,False
calibration,CSH_ZAD_024,8207abc6-6b23-4762-92b4-82e05bed5143,zadorlab,WARNING,89,False,743,0.5574082447345929,7.059413539381247e-62,0.31057537656707,-0.00018783895515384064,-0.3265574911639255,0.08823529411764706,False
calibration,DY_009,158d5d35-a2ab-4a76-87b0-51048c5d5283,danlab,PASS,0,True,393,0.7225504591970034,1.1476006358567917e-64,0.49655969652025095,0.1757139806928243,0.2458025102062723,1.0,True
calibration,DY_009,158d5d35-a2ab-4a76-87b0-51048c5d5283,danlab,PASS,17,False,393,0.49915164446476357,3.7536414318087705e-26,0.24876684199339416,-0.0007142095197638643,-0.2477928545268568,0.0,False
calibration,DY_009,158d5d35-a2ab-4a76-87b0-51048c5d5283,danlab,PASS,43,False,393,0.4949455899775026,1.1208547734713123e-25,0.2470872339769949,-0.0028004913798439133,-0.24947246254325606,0.18888888888888888,False
calibration,DY_009,158d5d35-a2ab-4a76-87b0-51048c5d5283,danlab,PASS,89,False,393,0.500555243150343,2.5968014711839894e-26,0.25075718631397864,0.0008153005677812297,-0.2458025102062723,0.0,False
calibration,NYU-40,8ca740c5-e7fe-430a-aa10-e74e9c3cbbe8,angelakilab,PASS,0,True,545,0.7046508432342351,5.898415666688557e-83,0.47430690916479024,0.14188399257962223,0.21317210256222463,1.0,True
calibration,NYU-40,8ca740c5-e7fe-430a-aa10-e74e9c3cbbe8,angelakilab,PASS,17,False,545,0.503815225076122,2.0195286917697006e-36,0.260352072003124,-0.0016429965018245525,-0.21395483716166624,0.18888888888888888,False
calibration,NYU-40,8ca740c5-e7fe-430a-aa10-e74e9c3cbbe8,angelakilab,PASS,43,False,545,0.5042969583489102,1.6907292454562853e-36,0.2591990001050552,-0.0013261143831057587,-0.21510790905973504,0.18888888888888888,False
calibration,NYU-40,8ca740c5-e7fe-430a-aa10-e74e9c3cbbe8,angelakilab,PASS,89,False,545,0.5053010212690732,1.1663330586911965e-36,0.2611348066025656,-0.0006667730011782705,-0.21317210256222463,0.18888888888888888,False
calibration,ibl_witten_29,af55d16f-0e31-4073-bdb5-26da54914aa2,wittenlab,WARNING,0,True,1118,0.7620597283601691,6.988251615796142e-213,0.5504999889379425,0.20719656580205595,0.2902127339460363,1.0,True
calibration,ibl_witten_29,af55d16f-0e31-4073-bdb5-26da54914aa2,wittenlab,WARNING,17,False,1118,0.5087637543211855,1.2052790632183557e-74,0.2602872549919062,0.0032195647807819285,-0.2902127339460363,0.0,False
calibration,ibl_witten_29,af55d16f-0e31-4073-bdb5-26da54914aa2,wittenlab,WARNING,43,False,1118,0.5009382826503666,4.545813244504087e-72,0.2532321467381959,-0.0026571683355569586,-0.2972678421997466,0.18888888888888888,False
calibration,ibl_witten_29,af55d16f-0e31-4073-bdb5-26da54914aa2,wittenlab,WARNING,89,False,1118,0.502217217397479,1.742164894533466e-72,0.25479318128621653,-0.0022516342208187914,-0.29570680765172597,0.18888888888888888,False
calibration,DY_011,36280321-555b-446d-9b7d-c2e17991e090,danlab,WARNING,0,True,540,0.8196060351706052,3.019820058598033e-132,0.6327127936237406,0.20438037827806366,0.2757574630566451,1.0,True
calibration,DY_011,36280321-555b-446d-9b7d-c2e17991e090,danlab,WARNING,17,False,540,0.5971893858883672,1.7132291210015114e-53,0.35617176906569975,-0.0006575004736562584,-0.2765410245580408,0.18888888888888888,False
calibration,DY_011,36280321-555b-446d-9b7d-c2e17991e090,danlab,WARNING,43,False,540,0.5974824018422575,1.4791837458822059e-53,0.35695533056709544,-0.0006153462134815638,-0.2757574630566451,0.0,False
calibration,DY_011,36280321-555b-446d-9b7d-c2e17991e090,danlab,WARNING,89,False,540,0.5938994604978798,8.822433380249279e-53,0.35390056991974617,-0.004655643765272148,-0.2788122237039944,0.18888888888888888,False
calibration,KS045,571d3ffe-54a5-473d-a265-5dc373eb7efc,cortexlab,WARNING,0,True,401,0.6191867524511993,8.211614253565467e-44,0.36526486779204115,0.1614113609129936,0.278360354331707,0.9705882352941176,True
calibration,KS045,571d3ffe-54a5-473d-a265-5dc373eb7efc,cortexlab,WARNING,17,False,401,0.26641435497544946,6.078046756004908e-08,0.08689272890205774,-0.006593091724429456,-0.2783721388899834,0.0,False
calibration,KS045,571d3ffe-54a5-473d-a265-5dc373eb7efc,cortexlab,WARNING,43,False,401,0.28029414742254743,1.1282490549529753e-08,0.08686037459772955,-0.00041785067903984025,-0.2784044931943116,0.0,False
calibration,KS045,571d3ffe-54a5-473d-a265-5dc373eb7efc,cortexlab,WARNING,89,False,401,0.2809352703719359,1.0414252987025953e-08,0.08690451346033412,-0.00018643384682037745,-0.278360354331707,0.0,False
calibration,KS043,9468fa93-21ae-4984-955c-e8402e280c83,cortexlab,PASS,0,True,514,0.7086793103745318,1.3676459659809424e-79,0.49594617849628864,0.12013293556215497,0.1635243264443893,1.0,True
calibration,KS043,9468fa93-21ae-4984-955c-e8402e280c83,cortexlab,PASS,17,False,514,0.5753440546800096,1.233407908973796e-46,0.3318055124959303,-0.000695705180657998,-0.16414066600035832,0.18888888888888888,False
calibration,KS043,9468fa93-21ae-4984-955c-e8402e280c83,cortexlab,PASS,43,False,514,0.5718984289024486,5.606681421909312e-46,0.3279029431249249,-0.002912104678223356,-0.16804323537136373,0.18888888888888888,False
calibration,KS043,9468fa93-21ae-4984-955c-e8402e280c83,cortexlab,PASS,89,False,514,0.5776621242544557,4.408591172549069e-47,0.33242185205189934,0.0005552028133835781,-0.1635243264443893,0.08823529411764706,False
calibration,MFD_08,a7eba2cf-427f-4df9-879b-e53e962eae18,churchlandlab_ucla,PASS,0,True,789,0.6889448926758046,4.1039896811956976e-112,0.472254362544324,0.1371622269151486,0.1862679155608148,1.0,True
calibration,MFD_08,a7eba2cf-427f-4df9-879b-e53e962eae18,churchlandlab_ucla,PASS,17,False,789,0.5319709770117217,7.498435422645314e-59,0.28478476828152904,-0.0008257542197226039,-0.18746959426279497,0.18888888888888888,False
calibration,MFD_08,a7eba2cf-427f-4df9-879b-e53e962eae18,churchlandlab_ucla,PASS,43,False,789,0.5335252380573446,3.00985156520091e-59,0.2859864469835092,0.0005820494118667178,-0.1862679155608148,0.08823529411764706,False
calibration,MFD_08,a7eba2cf-427f-4df9-879b-e53e962eae18,churchlandlab_ucla,PASS,89,False,789,0.5316846988375439,8.866726187657617e-59,0.285113568515115,-0.0010706669436660137,-0.18714079402920902,0.18888888888888888,False
calibration,CSHL058,f312aaec-3b6f-44b3-86b4-3a0c119c0438,churchlandlab,WARNING,0,True,621,0.6529291018096275,9.982354824271202e-77,0.40790739752713073,0.14265268853222093,0.22650034830517707,1.0,True
calibration,CSHL058,f312aaec-3b6f-44b3-86b4-3a0c119c0438,churchlandlab,WARNING,17,False,621,0.40892143602382286,1.9747551475104376e-26,0.17701806658643532,-0.0017498451994262254,-0.23088933094069541,0.0,False
calibration,CSHL058,f312aaec-3b6f-44b3-86b4-3a0c119c0438,churchlandlab,WARNING,43,False,621,0.40556815131385937,5.484397960702534e-26,0.17617955954367087,-0.0030638454587225508,-0.23172783798345986,0.0,False
calibration,CSHL058,f312aaec-3b6f-44b3-86b4-3a0c119c0438,churchlandlab,WARNING,89,False,621,0.4131226512731539,5.40226593166029e-27,0.18140704922195366,0.0007821675186798401,-0.22650034830517707,0.0,False
calibration,DY_010,bb6a5aae-2431-401d-8f6a-9fdd6de655a9,danlab,WARNING,0,True,415,0.5286069773266227,3.010384707492776e-31,0.277533894047363,0.10737841721583075,0.17363538451215182,0.9642857142857143,True
calibration,DY_010,bb6a5aae-2431-401d-8f6a-9fdd6de655a9,danlab,WARNING,17,False,415,0.3190403029450517,2.8439837758782576e-11,0.10329167496803932,9.7258823035129e-05,-0.1742422190793237,0.0,False
calibration,DY_010,bb6a5aae-2431-401d-8f6a-9fdd6de655a9,danlab,WARNING,43,False,415,0.32023569331980417,2.3770609110786935e-11,0.10389850953521118,0.0005957082103778358,-0.17363538451215182,0.0,False
calibration,DY_010,bb6a5aae-2431-401d-8f6a-9fdd6de655a9,danlab,WARNING,89,False,415,0.2755870603180075,1.1423904293462105e-08,0.09155832352550564,-0.01612159780250492,-0.18597557052185737,0.0,False
calibration,UCLA044,91bac580-76ed-41ab-ac07-89051f8d7f6e,churchlandlab_ucla,WARNING,0,True,697,0.5950029175167003,5.6792510580122896e-68,0.3457551530560897,0.09851575115912735,0.1585293272239805,0.9705882352941176,True
calibration,UCLA044,91bac580-76ed-41ab-ac07-89051f8d7f6e,churchlandlab_ucla,WARNING,17,False,697,0.42957613900410474,1.1435857499570087e-32,0.18433986341128672,-0.0016741713819807453,-0.161415289644803,0.0,False
calibration,UCLA044,91bac580-76ed-41ab-ac07-89051f8d7f6e,churchlandlab_ucla,WARNING,43,False,697,0.42757597671572545,2.3835401412333162e-32,0.18515889781353823,-0.0023453121262794197,-0.1605962552425515,0.0,False
calibration,UCLA044,91bac580-76ed-41ab-ac07-89051f8d7f6e,churchlandlab_ucla,WARNING,89,False,697,0.4306510389994584,7.690894775404206e-33,0.18722582583210923,-0.0005998778481016709,-0.1585293272239805,0.0,False
calibration,ZFM-01935,71e03be6-b497-4991-a121-9416dcc1a6e7,mainenlab,WARNING,0,True,817,0.7540410596374139,6.182240354117746e-151,0.5354091408410334,0.1917554980844177,0.28626565775564033,1.0,True
calibration,ZFM-01935,71e03be6-b497-4991-a121-9416dcc1a6e7,mainenlab,WARNING,17,False,817,0.49868066173830317,1.39609585516837e-52,0.24797727845648743,-0.0003230570345582606,-0.287431862384546,0.08823529411764706,False
calibration,ZFM-01935,71e03be6-b497-4991-a121-9416dcc1a6e7,mainenlab,WARNING,43,False,817,0.4995407604143558,8.746213166222658e-53,0.24914348308539308,0.00014305046001283905,-0.28626565775564033,0.0,False
calibration,ZFM-01935,71e03be6-b497-4991-a121-9416dcc1a6e7,mainenlab,WARNING,89,False,817,0.49848877197653074,1.549341904916822e-52,0.2483589515843176,-8.002698338186824e-05,-0.2870501892567158,0.0,False
calibration,ibl_witten_13,ebe090af-5922-4fcd-8fc6-17b8ba7bad6d,wittenlab,PASS,0,True,850,0.7964257400309365,2.0146495695786698e-187,0.591306813987807,0.22651571031046816,0.3203929232123855,1.0,True
calibration,ibl_witten_13,ebe090af-5922-4fcd-8fc6-17b8ba7bad6d,wittenlab,PASS,17,False,850,0.5113697125750023,8.096799304257658e-58,0.26661323793618336,-0.006567265967345322,-0.3246935760516237,0.18888888888888888,False
calibration,ibl_witten_13,ebe090af-5922-4fcd-8fc6-17b8ba7bad6d,wittenlab,PASS,43,False,850,0.5201962755451615,4.135334998325305e-60,0.27091389077542155,-0.0002824558307815324,-0.3203929232123855,0.18888888888888888,False
calibration,ibl_witten_13,ebe090af-5922-4fcd-8fc6-17b8ba7bad6d,wittenlab,PASS,89,False,850,0.5205255980160213,3.386043986665241e-60,0.2708713639491953,-6.83298717026511e-05,-0.32043545003861174,0.08823529411764706,False
calibration,SWC_043,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a,hoferlab,WARNING,0,True,526,0.7434186167810616,1.3626841945655147e-93,0.530401951721378,0.13499594947660976,0.2151986282785694,1.0,True
calibration,SWC_043,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a,hoferlab,WARNING,17,False,526,0.5588064264260222,1.5754466897978273e-44,0.31520332344280866,0.0015974093107464966,-0.2151986282785694,0.0,False
calibration,SWC_043,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a,hoferlab,WARNING,43,False,526,0.5501449262598682,6.0572952205724726e-43,0.3087899504906126,-0.004499453590689799,-0.22161200123076547,0.18888888888888888,False
calibration,SWC_043,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a,hoferlab,WARNING,89,False,526,0.559512195106303,1.1646687569353307e-44,0.31478512306427275,0.0014875514442653226,-0.2156168286571053,0.0,False
calibration,ibl_witten_20,a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,wittenlab,PASS,0,True,970,0.6628682652579323,8.65195296857641e-124,0.42329141279101584,0.11262031491366446,0.18211007332854845,1.0,True
calibration,ibl_witten_20,a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,wittenlab,PASS,17,False,970,0.4910162148757533,5.32809614769091e-60,0.2411813394624674,0.000739460874868351,-0.18211007332854845,0.07487058680575466,False
calibration,ibl_witten_20,a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,wittenlab,PASS,43,False,970,0.48957404289343254,1.3157372943407685e-59,0.23958057554235984,-0.0003732971118308355,-0.183710837248656,0.18888888888888888,False
calibration,ibl_witten_20,a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,wittenlab,PASS,89,False,970,0.48959328215954057,1.3000021996890692e-59,0.23999810865004195,-0.0002525033897553171,-0.1832933041409739,0.18888888888888888,False
calibration,PL024,30af8629-7b96-45b7-8778-374720ddbc5e,hausserlab,WARNING,0,True,413,0.7984923961358538,1.2808483941364061e-92,0.5733706665600908,0.2032062095079823,0.2933887895774551,1.0,True
calibration,PL024,30af8629-7b96-45b7-8778-374720ddbc5e,hausserlab,WARNING,17,False,413,0.5205792730334724,4.630742175208364e-30,0.2714708429546773,-0.004730057901191372,-0.3018998236054135,0.18888888888888888,False
calibration,PL024,30af8629-7b96-45b7-8778-374720ddbc5e,hausserlab,WARNING,43,False,413,0.5318129131481675,1.575211908740426e-31,0.2799818769826357,0.0017413644415735046,-0.2933887895774551,0.0,False
calibration,PL024,30af8629-7b96-45b7-8778-374720ddbc5e,hausserlab,WARNING,89,False,413,0.5248407887328698,1.3034209918719335e-30,0.2767194350807917,-0.0026719774282213393,-0.2966512314792991,0.18888888888888888,False
calibration,NYU-21,ebe2efe3-e8a1-451a-8947-76ef42427cc9,angelakilab,WARNING,0,True,672,0.6839094504677264,8.0656985539833e-94,0.4432021478386148,0.1291779725061786,0.20382313130572072,1.0,True
calibration,NYU-21,ebe2efe3-e8a1-451a-8947-76ef42427cc9,angelakilab,WARNING,17,False,672,0.489846009614993,7.567491151831902e-42,0.23937901653289406,0.0005139663359693403,-0.20382313130572072,0.0,False
calibration,NYU-21,ebe2efe3-e8a1-451a-8947-76ef42427cc9,angelakilab,WARNING,43,False,672,0.4893847467871342,9.242540494393271e-42,0.23882737178453933,-0.0003417371283062816,-0.20437477605407545,0.08823529411764706,False
calibration,NYU-21,ebe2efe3-e8a1-451a-8947-76ef42427cc9,angelakilab,WARNING,89,False,672,0.48965027289668683,8.237935373826998e-42,0.23894103025527103,7.447312642394621e-05,-0.20426111758334375,0.0,False
calibration,CSHL053,810b1e07-009e-4ebe-930a-915e4cd8ece4,churchlandlab,WARNING,0,True,469,0.7183899268956916,1.2693967054581116e-75,0.47357952062576114,0.1857809897749838,0.273509395956693,1.0,True
calibration,CSHL053,810b1e07-009e-4ebe-930a-915e4cd8ece4,churchlandlab,WARNING,17,False,469,0.431188788069392,1.1714180802269582e-22,0.19141344019952955,-0.003201088278444897,-0.2821660804262316,0.08823529411764706,False
calibration,CSHL053,810b1e07-009e-4ebe-930a-915e4cd8ece4,churchlandlab,WARNING,43,False,469,0.4386951496797161,1.7567594159597197e-23,0.19307113011703264,0.0005239100952636836,-0.2805083905087285,0.0,False
calibration,CSHL053,810b1e07-009e-4ebe-930a-915e4cd8ece4,churchlandlab,WARNING,89,False,469,0.44702493909102164,2.0229244245110268e-24,0.20007012466906815,0.004125581242972502,-0.273509395956693,0.0,False
calibration,NYU-39,6ed57216-498d-48a6-b48b-a243a34710ea,angelakilab,PASS,0,True,541,0.760244555697012,4.829894099562729e-103,0.5055359898243343,0.22164776127717015,0.3443238154405757,1.0,True
calibration,NYU-39,6ed57216-498d-48a6-b48b-a243a34710ea,angelakilab,PASS,17,False,541,0.37705669272782333,1.0144121184153355e-19,0.15384155859370574,-0.007055400027141741,-0.3516944312306286,0.0,False
calibration,NYU-39,6ed57216-498d-48a6-b48b-a243a34710ea,angelakilab,PASS,43,False,541,0.3928920480531447,2.057311403196132e-21,0.16121217438375862,-0.0004797937041270221,-0.3443238154405757,0.0,False
calibration,NYU-39,6ed57216-498d-48a6-b48b-a243a34710ea,angelakilab,PASS,89,False,541,0.38966309688308287,4.634604580149298e-21,0.1593475221614553,-0.002107839042889655,-0.34618846766287903,0.0,False
calibration,DY_008,0f25376f-2b78-4ddc-8c39-b6cdbe7bf5b9,danlab,WARNING,0,True,470,0.7250676251457722,7.886183633721129e-78,0.5004352009177002,0.20660683943335142,0.28063679758098387,1.0,True
calibration,DY_008,0f25376f-2b78-4ddc-8c39-b6cdbe7bf5b9,danlab,WARNING,17,False,470,0.458501745609099,8.275200006446603e-26,0.21489965760095897,0.00019857290362608934,-0.28553554331674125,0.0,False
